"la_code","quarter","la_name","population_65plus","region","deprivation_score","applications","rate_per_10k","date"
"LA004",1,"Local Authority 4",44633,"London",13.2828334462829,253,56.7,2022-01-01
"LA004",2,"Local Authority 4",44633,"London",13.2828334462829,237,53.1,2022-04-01
"LA004",3,"Local Authority 4",44633,"London",13.2828334462829,261,58.5,2022-06-30
"LA004",4,"Local Authority 4",44633,"London",13.2828334462829,262,58.7,2022-09-28
"LA004",5,"Local Authority 4",44633,"London",13.2828334462829,229,51.3,2022-12-27
"LA004",6,"Local Authority 4",44633,"London",13.2828334462829,185,41.4,2023-03-27
"LA004",7,"Local Authority 4",44633,"London",13.2828334462829,409,91.6,2023-06-25
"LA004",8,"Local Authority 4",44633,"London",13.2828334462829,398,89.2,2023-09-23
"LA004",9,"Local Authority 4",44633,"London",13.2828334462829,413,92.5,2023-12-22
"LA004",10,"Local Authority 4",44633,"London",13.2828334462829,475,106.4,2024-03-21
"LA004",11,"Local Authority 4",44633,"London",13.2828334462829,404,90.5,2024-06-19
"LA004",12,"Local Authority 4",44633,"London",13.2828334462829,447,100.2,2024-09-17
"LA005",1,"Local Authority 5",105228,"West Midlands",11.3270616694354,468,44.5,2022-01-01
"LA005",2,"Local Authority 5",105228,"West Midlands",11.3270616694354,618,58.7,2022-04-01
"LA005",3,"Local Authority 5",105228,"West Midlands",11.3270616694354,653,62.1,2022-06-30
"LA005",4,"Local Authority 5",105228,"West Midlands",11.3270616694354,585,55.6,2022-09-28
"LA005",5,"Local Authority 5",105228,"West Midlands",11.3270616694354,515,48.9,2022-12-27
"LA005",6,"Local Authority 5",105228,"West Midlands",11.3270616694354,483,45.9,2023-03-27
"LA005",7,"Local Authority 5",105228,"West Midlands",11.3270616694354,897,85.2,2023-06-25
"LA005",8,"Local Authority 5",105228,"West Midlands",11.3270616694354,842,80,2023-09-23
"LA005",9,"Local Authority 5",105228,"West Midlands",11.3270616694354,1157,110,2023-12-22
"LA005",10,"Local Authority 5",105228,"West Midlands",11.3270616694354,1102,104.7,2024-03-21
"LA005",11,"Local Authority 5",105228,"West Midlands",11.3270616694354,1187,112.8,2024-06-19
"LA005",12,"Local Authority 5",105228,"West Midlands",11.3270616694354,969,92.1,2024-09-17
"LA006",1,"Local Authority 6",21640,"South West",12.1157832164317,111,51.3,2022-01-01
"LA006",2,"Local Authority 6",21640,"South West",12.1157832164317,141,65.2,2022-04-01
"LA006",3,"Local Authority 6",21640,"South West",12.1157832164317,118,54.5,2022-06-30
"LA006",4,"Local Authority 6",21640,"South West",12.1157832164317,127,58.7,2022-09-28
"LA006",5,"Local Authority 6",21640,"South West",12.1157832164317,142,65.6,2022-12-27
"LA006",6,"Local Authority 6",21640,"South West",12.1157832164317,107,49.4,2023-03-27
"LA006",7,"Local Authority 6",21640,"South West",12.1157832164317,160,73.9,2023-06-25
"LA006",8,"Local Authority 6",21640,"South West",12.1157832164317,189,87.3,2023-09-23
"LA006",9,"Local Authority 6",21640,"South West",12.1157832164317,211,97.5,2023-12-22
"LA006",10,"Local Authority 6",21640,"South West",12.1157832164317,206,95.2,2024-03-21
"LA006",11,"Local Authority 6",21640,"South West",12.1157832164317,191,88.3,2024-06-19
"LA006",12,"Local Authority 6",21640,"South West",12.1157832164317,259,119.7,2024-09-17
"LA007",1,"Local Authority 7",135597,"Yorkshire",13.4242365369573,759,56,2022-01-01
"LA007",2,"Local Authority 7",135597,"Yorkshire",13.4242365369573,854,63,2022-04-01
"LA007",3,"Local Authority 7",135597,"Yorkshire",13.4242365369573,991,73.1,2022-06-30
"LA007",4,"Local Authority 7",135597,"Yorkshire",13.4242365369573,555,40.9,2022-09-28
"LA007",5,"Local Authority 7",135597,"Yorkshire",13.4242365369573,755,55.7,2022-12-27
"LA007",6,"Local Authority 7",135597,"Yorkshire",13.4242365369573,871,64.2,2023-03-27
"LA007",7,"Local Authority 7",135597,"Yorkshire",13.4242365369573,1207,89,2023-06-25
"LA007",8,"Local Authority 7",135597,"Yorkshire",13.4242365369573,1308,96.5,2023-09-23
"LA007",9,"Local Authority 7",135597,"Yorkshire",13.4242365369573,1363,100.5,2023-12-22
"LA007",10,"Local Authority 7",135597,"Yorkshire",13.4242365369573,1244,91.7,2024-03-21
"LA007",11,"Local Authority 7",135597,"Yorkshire",13.4242365369573,1568,115.6,2024-06-19
"LA007",12,"Local Authority 7",135597,"Yorkshire",13.4242365369573,1440,106.2,2024-09-17
"LA008",1,"Local Authority 8",91055,"Yorkshire",26.7755973339081,435,47.8,2022-01-01
"LA008",2,"Local Authority 8",91055,"Yorkshire",26.7755973339081,488,53.6,2022-04-01
"LA008",3,"Local Authority 8",91055,"Yorkshire",26.7755973339081,635,69.7,2022-06-30
"LA008",4,"Local Authority 8",91055,"Yorkshire",26.7755973339081,392,43.1,2022-09-28
"LA008",5,"Local Authority 8",91055,"Yorkshire",26.7755973339081,462,50.7,2022-12-27
"LA008",6,"Local Authority 8",91055,"Yorkshire",26.7755973339081,508,55.8,2023-03-27
"LA008",7,"Local Authority 8",91055,"Yorkshire",26.7755973339081,838,92,2023-06-25
"LA008",8,"Local Authority 8",91055,"Yorkshire",26.7755973339081,774,85,2023-09-23
"LA008",9,"Local Authority 8",91055,"Yorkshire",26.7755973339081,802,88.1,2023-12-22
"LA008",10,"Local Authority 8",91055,"Yorkshire",26.7755973339081,1064,116.9,2024-03-21
"LA008",11,"Local Authority 8",91055,"Yorkshire",26.7755973339081,806,88.5,2024-06-19
"LA008",12,"Local Authority 8",91055,"Yorkshire",26.7755973339081,1086,119.3,2024-09-17
"LA009",1,"Local Authority 9",91906,"North East",11.454331621062,625,68,2022-01-01
"LA009",2,"Local Authority 9",91906,"North East",11.454331621062,589,64.1,2022-04-01
"LA009",3,"Local Authority 9",91906,"North East",11.454331621062,519,56.5,2022-06-30
"LA009",4,"Local Authority 9",91906,"North East",11.454331621062,594,64.6,2022-09-28
"LA009",5,"Local Authority 9",91906,"North East",11.454331621062,631,68.7,2022-12-27
"LA009",6,"Local Authority 9",91906,"North East",11.454331621062,496,54,2023-03-27
"LA009",7,"Local Authority 9",91906,"North East",11.454331621062,943,102.6,2023-06-25
"LA009",8,"Local Authority 9",91906,"North East",11.454331621062,935,101.7,2023-09-23
"LA009",9,"Local Authority 9",91906,"North East",11.454331621062,777,84.5,2023-12-22
"LA009",10,"Local Authority 9",91906,"North East",11.454331621062,981,106.7,2024-03-21
"LA009",11,"Local Authority 9",91906,"North East",11.454331621062,1053,114.6,2024-06-19
"LA009",12,"Local Authority 9",91906,"North East",11.454331621062,804,87.5,2024-09-17
"LA010",1,"Local Authority 10",112211,"East",17.6240114378743,580,51.7,2022-01-01
"LA010",2,"Local Authority 10",112211,"East",17.6240114378743,543,48.4,2022-04-01
"LA010",3,"Local Authority 10",112211,"East",17.6240114378743,241,21.5,2022-06-30
"LA010",4,"Local Authority 10",112211,"East",17.6240114378743,711,63.4,2022-09-28
"LA010",5,"Local Authority 10",112211,"East",17.6240114378743,702,62.6,2022-12-27
"LA010",6,"Local Authority 10",112211,"East",17.6240114378743,605,53.9,2023-03-27
"LA010",7,"Local Authority 10",112211,"East",17.6240114378743,1052,93.8,2023-06-25
"LA010",8,"Local Authority 10",112211,"East",17.6240114378743,1109,98.8,2023-09-23
"LA010",9,"Local Authority 10",112211,"East",17.6240114378743,919,81.9,2023-12-22
"LA010",10,"Local Authority 10",112211,"East",17.6240114378743,1101,98.1,2024-03-21
"LA010",11,"Local Authority 10",112211,"East",17.6240114378743,1238,110.3,2024-06-19
"LA010",12,"Local Authority 10",112211,"East",17.6240114378743,918,81.8,2024-09-17
"LA011",1,"Local Authority 11",101544,"East Midlands",33.3899126667529,551,54.3,2022-01-01
"LA011",2,"Local Authority 11",101544,"East Midlands",33.3899126667529,475,46.8,2022-04-01
"LA011",3,"Local Authority 11",101544,"East Midlands",33.3899126667529,619,61,2022-06-30
"LA011",4,"Local Authority 11",101544,"East Midlands",33.3899126667529,383,37.7,2022-09-28
"LA011",5,"Local Authority 11",101544,"East Midlands",33.3899126667529,703,69.2,2022-12-27
"LA011",6,"Local Authority 11",101544,"East Midlands",33.3899126667529,747,73.6,2023-03-27
"LA011",7,"Local Authority 11",101544,"East Midlands",33.3899126667529,1020,100.4,2023-06-25
"LA011",8,"Local Authority 11",101544,"East Midlands",33.3899126667529,942,92.8,2023-09-23
"LA011",9,"Local Authority 11",101544,"East Midlands",33.3899126667529,934,92,2023-12-22
"LA011",10,"Local Authority 11",101544,"East Midlands",33.3899126667529,969,95.4,2024-03-21
"LA011",11,"Local Authority 11",101544,"East Midlands",33.3899126667529,948,93.4,2024-06-19
"LA011",12,"Local Authority 11",101544,"East Midlands",33.3899126667529,973,95.8,2024-09-17
"LA012",1,"Local Authority 12",25767,"North East",27.4212401709519,121,47,2022-01-01
"LA012",2,"Local Authority 12",25767,"North East",27.4212401709519,142,55.1,2022-04-01
"LA012",3,"Local Authority 12",25767,"North East",27.4212401709519,179,69.5,2022-06-30
"LA012",4,"Local Authority 12",25767,"North East",27.4212401709519,125,48.5,2022-09-28
"LA012",5,"Local Authority 12",25767,"North East",27.4212401709519,128,49.7,2022-12-27
"LA012",6,"Local Authority 12",25767,"North East",27.4212401709519,195,75.7,2023-03-27
"LA012",7,"Local Authority 12",25767,"North East",27.4212401709519,222,86.2,2023-06-25
"LA012",8,"Local Authority 12",25767,"North East",27.4212401709519,227,88.1,2023-09-23
"LA012",9,"Local Authority 12",25767,"North East",27.4212401709519,239,92.8,2023-12-22
"LA012",10,"Local Authority 12",25767,"North East",27.4212401709519,221,85.8,2024-03-21
"LA012",11,"Local Authority 12",25767,"North East",27.4212401709519,233,90.4,2024-06-19
"LA012",12,"Local Authority 12",25767,"North East",27.4212401709519,312,121.1,2024-09-17
"LA013",1,"Local Authority 13",138413,"North East",12.7302969712764,813,58.7,2022-01-01
"LA013",2,"Local Authority 13",138413,"North East",12.7302969712764,741,53.5,2022-04-01
"LA013",3,"Local Authority 13",138413,"North East",12.7302969712764,733,53,2022-06-30
"LA013",4,"Local Authority 13",138413,"North East",12.7302969712764,729,52.7,2022-09-28
"LA013",5,"Local Authority 13",138413,"North East",12.7302969712764,643,46.5,2022-12-27
"LA013",6,"Local Authority 13",138413,"North East",12.7302969712764,845,61,2023-03-27
"LA013",7,"Local Authority 13",138413,"North East",12.7302969712764,1171,84.6,2023-06-25
"LA013",8,"Local Authority 13",138413,"North East",12.7302969712764,1470,106.2,2023-09-23
"LA013",9,"Local Authority 13",138413,"North East",12.7302969712764,1255,90.7,2023-12-22
"LA013",10,"Local Authority 13",138413,"North East",12.7302969712764,1246,90,2024-03-21
"LA013",11,"Local Authority 13",138413,"North East",12.7302969712764,1374,99.3,2024-06-19
"LA013",12,"Local Authority 13",138413,"North East",12.7302969712764,1379,99.6,2024-09-17
"LA014",1,"Local Authority 14",31595,"South East",16.4753973227926,119,37.7,2022-01-01
"LA014",2,"Local Authority 14",31595,"South East",16.4753973227926,169,53.5,2022-04-01
"LA014",3,"Local Authority 14",31595,"South East",16.4753973227926,216,68.4,2022-06-30
"LA014",4,"Local Authority 14",31595,"South East",16.4753973227926,145,45.9,2022-09-28
"LA014",5,"Local Authority 14",31595,"South East",16.4753973227926,216,68.4,2022-12-27
"LA014",6,"Local Authority 14",31595,"South East",16.4753973227926,150,47.5,2023-03-27
"LA014",7,"Local Authority 14",31595,"South East",16.4753973227926,315,99.7,2023-06-25
"LA014",8,"Local Authority 14",31595,"South East",16.4753973227926,332,105.1,2023-09-23
"LA014",9,"Local Authority 14",31595,"South East",16.4753973227926,324,102.5,2023-12-22
"LA014",10,"Local Authority 14",31595,"South East",16.4753973227926,338,107,2024-03-21
"LA014",11,"Local Authority 14",31595,"South East",16.4753973227926,291,92.1,2024-06-19
"LA014",12,"Local Authority 14",31595,"South East",16.4753973227926,275,87,2024-09-17
"LA015",1,"Local Authority 15",133792,"West Midlands",12.9666454833932,670,50.1,2022-01-01
"LA015",2,"Local Authority 15",133792,"West Midlands",12.9666454833932,765,57.2,2022-04-01
"LA015",3,"Local Authority 15",133792,"West Midlands",12.9666454833932,545,40.7,2022-06-30
"LA015",4,"Local Authority 15",133792,"West Midlands",12.9666454833932,981,73.3,2022-09-28
"LA015",5,"Local Authority 15",133792,"West Midlands",12.9666454833932,933,69.7,2022-12-27
"LA015",6,"Local Authority 15",133792,"West Midlands",12.9666454833932,679,50.8,2023-03-27
"LA015",7,"Local Authority 15",133792,"West Midlands",12.9666454833932,1289,96.3,2023-06-25
"LA015",8,"Local Authority 15",133792,"West Midlands",12.9666454833932,1383,103.4,2023-09-23
"LA015",9,"Local Authority 15",133792,"West Midlands",12.9666454833932,1269,94.8,2023-12-22
"LA015",10,"Local Authority 15",133792,"West Midlands",12.9666454833932,1357,101.4,2024-03-21
"LA015",11,"Local Authority 15",133792,"West Midlands",12.9666454833932,1094,81.8,2024-06-19
"LA015",12,"Local Authority 15",133792,"West Midlands",12.9666454833932,1435,107.3,2024-09-17
"LA016",1,"Local Authority 16",129198,"East Midlands",15.248806537129,749,58,2022-01-01
"LA016",2,"Local Authority 16",129198,"East Midlands",15.248806537129,661,51.2,2022-04-01
"LA016",3,"Local Authority 16",129198,"East Midlands",15.248806537129,578,44.7,2022-06-30
"LA016",4,"Local Authority 16",129198,"East Midlands",15.248806537129,464,35.9,2022-09-28
"LA016",5,"Local Authority 16",129198,"East Midlands",15.248806537129,805,62.3,2022-12-27
"LA016",6,"Local Authority 16",129198,"East Midlands",15.248806537129,673,52.1,2023-03-27
"LA016",7,"Local Authority 16",129198,"East Midlands",15.248806537129,1450,112.2,2023-06-25
"LA016",8,"Local Authority 16",129198,"East Midlands",15.248806537129,1097,84.9,2023-09-23
"LA016",9,"Local Authority 16",129198,"East Midlands",15.248806537129,1370,106,2023-12-22
"LA016",10,"Local Authority 16",129198,"East Midlands",15.248806537129,1383,107,2024-03-21
"LA016",11,"Local Authority 16",129198,"East Midlands",15.248806537129,1289,99.8,2024-06-19
"LA016",12,"Local Authority 16",129198,"East Midlands",15.248806537129,1143,88.5,2024-09-17
"LA017",1,"Local Authority 17",79333,"North West",18.144175990019,461,58.1,2022-01-01
"LA017",2,"Local Authority 17",79333,"North West",18.144175990019,485,61.1,2022-04-01
"LA017",3,"Local Authority 17",79333,"North West",18.144175990019,454,57.2,2022-06-30
"LA017",4,"Local Authority 17",79333,"North West",18.144175990019,422,53.2,2022-09-28
"LA017",5,"Local Authority 17",79333,"North West",18.144175990019,519,65.4,2022-12-27
"LA017",6,"Local Authority 17",79333,"North West",18.144175990019,387,48.8,2023-03-27
"LA017",7,"Local Authority 17",79333,"North West",18.144175990019,724,91.3,2023-06-25
"LA017",8,"Local Authority 17",79333,"North West",18.144175990019,721,90.9,2023-09-23
"LA017",9,"Local Authority 17",79333,"North West",18.144175990019,894,112.7,2023-12-22
"LA017",10,"Local Authority 17",79333,"North West",18.144175990019,738,93,2024-03-21
"LA017",11,"Local Authority 17",79333,"North West",18.144175990019,876,110.4,2024-06-19
"LA017",12,"Local Authority 17",79333,"North West",18.144175990019,661,83.3,2024-09-17
"LA018",1,"Local Authority 18",42884,"East Midlands",17.2138787969016,160,37.3,2022-01-01
"LA018",2,"Local Authority 18",42884,"East Midlands",17.2138787969016,152,35.4,2022-04-01
"LA018",3,"Local Authority 18",42884,"East Midlands",17.2138787969016,170,39.6,2022-06-30
"LA018",4,"Local Authority 18",42884,"East Midlands",17.2138787969016,201,46.9,2022-09-28
"LA018",5,"Local Authority 18",42884,"East Midlands",17.2138787969016,221,51.5,2022-12-27
"LA018",6,"Local Authority 18",42884,"East Midlands",17.2138787969016,280,65.3,2023-03-27
"LA018",7,"Local Authority 18",42884,"East Midlands",17.2138787969016,324,75.6,2023-06-25
"LA018",8,"Local Authority 18",42884,"East Midlands",17.2138787969016,414,96.5,2023-09-23
"LA018",9,"Local Authority 18",42884,"East Midlands",17.2138787969016,386,90,2023-12-22
"LA018",10,"Local Authority 18",42884,"East Midlands",17.2138787969016,388,90.5,2024-03-21
"LA018",11,"Local Authority 18",42884,"East Midlands",17.2138787969016,453,105.6,2024-06-19
"LA018",12,"Local Authority 18",42884,"East Midlands",17.2138787969016,443,103.3,2024-09-17
"LA019",1,"Local Authority 19",64515,"Yorkshire",14.8670537630096,270,41.9,2022-01-01
"LA019",2,"Local Authority 19",64515,"Yorkshire",14.8670537630096,240,37.2,2022-04-01
"LA019",3,"Local Authority 19",64515,"Yorkshire",14.8670537630096,391,60.6,2022-06-30
"LA019",4,"Local Authority 19",64515,"Yorkshire",14.8670537630096,301,46.7,2022-09-28
"LA019",5,"Local Authority 19",64515,"Yorkshire",14.8670537630096,386,59.8,2022-12-27
"LA019",6,"Local Authority 19",64515,"Yorkshire",14.8670537630096,386,59.8,2023-03-27
"LA019",7,"Local Authority 19",64515,"Yorkshire",14.8670537630096,543,84.2,2023-06-25
"LA019",8,"Local Authority 19",64515,"Yorkshire",14.8670537630096,600,93,2023-09-23
"LA019",9,"Local Authority 19",64515,"Yorkshire",14.8670537630096,595,92.2,2023-12-22
"LA019",10,"Local Authority 19",64515,"Yorkshire",14.8670537630096,631,97.8,2024-03-21
"LA019",11,"Local Authority 19",64515,"Yorkshire",14.8670537630096,511,79.2,2024-06-19
"LA019",12,"Local Authority 19",64515,"Yorkshire",14.8670537630096,679,105.2,2024-09-17
"LA020",1,"Local Authority 20",64058,"North West",18.7925796373747,306,47.8,2022-01-01
"LA020",2,"Local Authority 20",64058,"North West",18.7925796373747,373,58.2,2022-04-01
"LA020",3,"Local Authority 20",64058,"North West",18.7925796373747,253,39.5,2022-06-30
"LA020",4,"Local Authority 20",64058,"North West",18.7925796373747,340,53.1,2022-09-28
"LA020",5,"Local Authority 20",64058,"North West",18.7925796373747,417,65.1,2022-12-27
"LA020",6,"Local Authority 20",64058,"North West",18.7925796373747,478,74.6,2023-03-27
"LA020",7,"Local Authority 20",64058,"North West",18.7925796373747,525,82,2023-06-25
"LA020",8,"Local Authority 20",64058,"North West",18.7925796373747,571,89.1,2023-09-23
"LA020",9,"Local Authority 20",64058,"North West",18.7925796373747,545,85.1,2023-12-22
"LA020",10,"Local Authority 20",64058,"North West",18.7925796373747,654,102.1,2024-03-21
"LA020",11,"Local Authority 20",64058,"North West",18.7925796373747,588,91.8,2024-06-19
"LA020",12,"Local Authority 20",64058,"North West",18.7925796373747,738,115.2,2024-09-17
"LA021",1,"Local Authority 21",124468,"South West",24.5301526063122,601,48.3,2022-01-01
"LA021",2,"Local Authority 21",124468,"South West",24.5301526063122,549,44.1,2022-04-01
"LA021",3,"Local Authority 21",124468,"South West",24.5301526063122,874,70.2,2022-06-30
"LA021",4,"Local Authority 21",124468,"South West",24.5301526063122,666,53.5,2022-09-28
"LA021",5,"Local Authority 21",124468,"South West",24.5301526063122,408,32.8,2022-12-27
"LA021",6,"Local Authority 21",124468,"South West",24.5301526063122,918,73.8,2023-03-27
"LA021",7,"Local Authority 21",124468,"South West",24.5301526063122,1081,86.8,2023-06-25
"LA021",8,"Local Authority 21",124468,"South West",24.5301526063122,1086,87.3,2023-09-23
"LA021",9,"Local Authority 21",124468,"South West",24.5301526063122,1275,102.4,2023-12-22
"LA021",10,"Local Authority 21",124468,"South West",24.5301526063122,1169,93.9,2024-03-21
"LA021",11,"Local Authority 21",124468,"South West",24.5301526063122,1144,91.9,2024-06-19
"LA021",12,"Local Authority 21",124468,"South West",24.5301526063122,1211,97.3,2024-09-17
"LA022",1,"Local Authority 22",21219,"South West",23.980912650004,89,41.9,2022-01-01
"LA022",2,"Local Authority 22",21219,"South West",23.980912650004,62,29.2,2022-04-01
"LA022",3,"Local Authority 22",21219,"South West",23.980912650004,140,66,2022-06-30
"LA022",4,"Local Authority 22",21219,"South West",23.980912650004,125,58.9,2022-09-28
"LA022",5,"Local Authority 22",21219,"South West",23.980912650004,120,56.6,2022-12-27
"LA022",6,"Local Authority 22",21219,"South West",23.980912650004,136,64.1,2023-03-27
"LA022",7,"Local Authority 22",21219,"South West",23.980912650004,201,94.7,2023-06-25
"LA022",8,"Local Authority 22",21219,"South West",23.980912650004,178,83.9,2023-09-23
"LA022",9,"Local Authority 22",21219,"South West",23.980912650004,253,119.2,2023-12-22
"LA022",10,"Local Authority 22",21219,"South West",23.980912650004,150,70.7,2024-03-21
"LA022",11,"Local Authority 22",21219,"South West",23.980912650004,205,96.6,2024-06-19
"LA022",12,"Local Authority 22",21219,"South West",23.980912650004,190,89.5,2024-09-17
"LA023",1,"Local Authority 23",76301,"East",13.691252337303,356,46.7,2022-01-01
"LA023",2,"Local Authority 23",76301,"East",13.691252337303,539,70.6,2022-04-01
"LA023",3,"Local Authority 23",76301,"East",13.691252337303,370,48.5,2022-06-30
"LA023",4,"Local Authority 23",76301,"East",13.691252337303,528,69.2,2022-09-28
"LA023",5,"Local Authority 23",76301,"East",13.691252337303,406,53.2,2022-12-27
"LA023",6,"Local Authority 23",76301,"East",13.691252337303,380,49.8,2023-03-27
"LA023",7,"Local Authority 23",76301,"East",13.691252337303,674,88.3,2023-06-25
"LA023",8,"Local Authority 23",76301,"East",13.691252337303,752,98.6,2023-09-23
"LA023",9,"Local Authority 23",76301,"East",13.691252337303,710,93.1,2023-12-22
"LA023",10,"Local Authority 23",76301,"East",13.691252337303,724,94.9,2024-03-21
"LA023",11,"Local Authority 23",76301,"East",13.691252337303,776,101.7,2024-06-19
"LA023",12,"Local Authority 23",76301,"East",13.691252337303,725,95,2024-09-17
"LA024",1,"Local Authority 24",138897,"North West",21.1348764458671,767,55.2,2022-01-01
"LA024",2,"Local Authority 24",138897,"North West",21.1348764458671,870,62.6,2022-04-01
"LA024",3,"Local Authority 24",138897,"North West",21.1348764458671,901,64.9,2022-06-30
"LA024",4,"Local Authority 24",138897,"North West",21.1348764458671,862,62.1,2022-09-28
"LA024",5,"Local Authority 24",138897,"North West",21.1348764458671,747,53.8,2022-12-27
"LA024",6,"Local Authority 24",138897,"North West",21.1348764458671,679,48.9,2023-03-27
"LA024",7,"Local Authority 24",138897,"North West",21.1348764458671,1259,90.6,2023-06-25
"LA024",8,"Local Authority 24",138897,"North West",21.1348764458671,1266,91.1,2023-09-23
"LA024",9,"Local Authority 24",138897,"North West",21.1348764458671,1429,102.9,2023-12-22
"LA024",10,"Local Authority 24",138897,"North West",21.1348764458671,1479,106.5,2024-03-21
"LA024",11,"Local Authority 24",138897,"North West",21.1348764458671,1361,98,2024-06-19
"LA024",12,"Local Authority 24",138897,"North West",21.1348764458671,1333,96,2024-09-17
"LA025",1,"Local Authority 25",48747,"West Midlands",33.3310149610043,176,36.1,2022-01-01
"LA025",2,"Local Authority 25",48747,"West Midlands",33.3310149610043,282,57.8,2022-04-01
"LA025",3,"Local Authority 25",48747,"West Midlands",33.3310149610043,269,55.2,2022-06-30
"LA025",4,"Local Authority 25",48747,"West Midlands",33.3310149610043,212,43.5,2022-09-28
"LA025",5,"Local Authority 25",48747,"West Midlands",33.3310149610043,310,63.6,2022-12-27
"LA025",6,"Local Authority 25",48747,"West Midlands",33.3310149610043,322,66.1,2023-03-27
"LA025",7,"Local Authority 25",48747,"West Midlands",33.3310149610043,433,88.8,2023-06-25
"LA025",8,"Local Authority 25",48747,"West Midlands",33.3310149610043,403,82.7,2023-09-23
"LA025",9,"Local Authority 25",48747,"West Midlands",33.3310149610043,406,83.3,2023-12-22
"LA025",10,"Local Authority 25",48747,"West Midlands",33.3310149610043,511,104.8,2024-03-21
"LA025",11,"Local Authority 25",48747,"West Midlands",33.3310149610043,553,113.4,2024-06-19
"LA025",12,"Local Authority 25",48747,"West Midlands",33.3310149610043,522,107.1,2024-09-17
"LA026",1,"Local Authority 26",125697,"North West",15.9833682281896,478,38,2022-01-01
"LA026",2,"Local Authority 26",125697,"North West",15.9833682281896,476,37.9,2022-04-01
"LA026",3,"Local Authority 26",125697,"North West",15.9833682281896,827,65.8,2022-06-30
"LA026",4,"Local Authority 26",125697,"North West",15.9833682281896,759,60.4,2022-09-28
"LA026",5,"Local Authority 26",125697,"North West",15.9833682281896,731,58.2,2022-12-27
"LA026",6,"Local Authority 26",125697,"North West",15.9833682281896,663,52.7,2023-03-27
"LA026",7,"Local Authority 26",125697,"North West",15.9833682281896,1240,98.6,2023-06-25
"LA026",8,"Local Authority 26",125697,"North West",15.9833682281896,1069,85,2023-09-23
"LA026",9,"Local Authority 26",125697,"North West",15.9833682281896,1340,106.6,2023-12-22
